CUSTOMERID,SANumber,isActive,AMB
I-9885454,BRSAL6410,1,62965
I-5154296,BRSAL6053,1,91854
I-8144169,BRSAL5203,1,14570
I-4892258,BRSAL4600,1,63079
I-5597332,BRSAL9971,1,27074
I-8713861,BRSAL4493,1,7655
I-5981980,BRSAL8003,1,85178
I-7881425,OLSAL7988,1,1567
I-6341801,BRSAL1811,1,95678
I-5971567,OLSAL5540,1,9163
I-8796757,OLSAL9339,1,3212
I-7192150,OLSAL4320,1,7858
I-1733810,BRSAL9304,1,97543
I-7610359,BRSAL8202,1,88923
I-1407983,OLSAL4729,1,4001
I-2570302,BRSAL5965,1,82100
I-3689191,OLSAL5537,1,2693
I-2418778,BRSAL1965,1,89519
I-2930184,OLSAL7068,1,9434
I-5991593,BRSAL5458,1,13338
I-1590151,BRSAL2532,1,47902
I-7579738,BRSAL5975,1,88082
I-6102423,BRSAL7893,1,17401
I-9980558,OLSAL6229,1,9900
I-9276395,OLSAL6894,1,1661
I-8439744,BRSAL6822,1,26573
I-4316441,OLSAL9610,1,2012
I-9008409,BRSAL2717,1,56655
I-5220313,BRSAL7642,1,24782
I-1116802,BRSAL3574,1,14948
I-7824444,OLSAL8707,1,505
I-5800639,OLSAL7364,1,9792
I-3120841,OLSAL1156,1,5781
I-4039020,BRSAL9349,1,23998
I-1188553,BRSAL9935,1,29400
I-8721995,OLSAL3996,1,8980
I-6731546,OLSAL3599,1,9901
I-5085000,BRSAL2568,1,37842
I-1502471,OLSAL5275,1,8249
I-9396088,OLSAL1574,1,2466
I-8508707,BRSAL9852,1,57893
I-3400523,OLSAL7560,1,7743
I-8765882,OLSAL6454,1,190
I-2936801,BRSAL1053,1,12733
I-3810100,OLSAL2717,1,9894
I-9596434,BRSAL2509,1,75127
I-3004573,BRSAL4000,0,56728
I-1518391,BRSAL1151,1,42982
I-9724162,BRSAL8034,1,89788
I-1239881,OLSAL9506,0,3570
I-1716515,OLSAL6869,1,3580
I-6459396,OLSAL7202,1,6568
I-3543939,BRSAL2054,1,5270
I-5524681,BRSAL3712,1,41504
I-1454545,BRSAL5797,1,87924
I-1585736,BRSAL5954,1,42850
I-8449939,OLSAL3861,1,8286
I-7029904,BRSAL2511,1,24586
I-6050093,OLSAL9003,1,6419
I-3429224,BRSAL5665,1,65956
I-9638761,OLSAL9789,1,8816
I-7779104,OLSAL7846,1,6575
I-6511739,OLSAL2093,1,352
I-8746373,OLSAL8023,1,1315
I-9914632,OLSAL5322,1,2015
I-7076974,BRSAL8904,1,88698
I-5591190,BRSAL2733,1,46035
I-6487710,OLSAL1057,1,2374
I-8809449,OLSAL7910,1,3428
I-3338533,OLSAL7448,1,281
I-2169688,OLSAL6322,1,8572
I-2616153,BRSAL3840,1,85701
I-6860722,BRSAL5312,1,36635
I-5138652,BRSAL3286,1,84237
I-3042266,BRSAL6093,1,96477
I-2457941,OLSAL1791,1,9873
I-1741356,OLSAL6571,1,7041
I-8553320,OLSAL5928,1,5844
I-9604791,OLSAL8245,1,3366
I-8594448,OLSAL1226,1,3252
I-3453893,BRSAL8155,1,74998
I-2468444,BRSAL5150,1,88586
I-7100654,BRSAL8434,1,11392
I-9012433,BRSAL7229,1,81813
I-7861336,OLSAL5288,1,1883
I-7013300,BRSAL3847,1,80214
I-5380518,OLSAL7397,1,9162
I-4297662,BRSAL3478,1,34424
I-1848018,BRSAL3982,1,50855
I-7832876,OLSAL7148,1,5937
I-4313147,BRSAL4294,1,29618
I-1599709,BRSAL8403,1,64283
I-6674996,OLSAL7384,1,2115
I-3719776,OLSAL2879,1,6127
I-7304904,BRSAL7389,1,98263
I-7038907,OLSAL4342,1,909
I-8189315,OLSAL7680,1,2585
I-9516596,BRSAL2177,1,19879
I-9519464,BRSAL3537,1,75789
I-9968782,OLSAL3666,1,5309
I-6099509,OLSAL8007,1,3379
I-8419144,OLSAL1126,1,2043
I-4800330,OLSAL7010,1,4475
I-6720951,OLSAL7415,0,7027
I-7830274,BRSAL4621,1,20563
I-5460785,OLSAL1811,1,4414
I-4195767,OLSAL5799,1,1883
I-9098497,OLSAL3813,1,3836
I-3585254,BRSAL1055,1,66501
I-5881202,OLSAL5060,1,1481
I-6479362,BRSAL4885,1,61693
I-9011286,BRSAL7123,1,88440
I-9481289,OLSAL7552,1,5759
I-1479657,BRSAL7284,1,95351
I-3402687,BRSAL8726,1,77116
I-7995974,OLSAL8739,1,6506
I-4061842,OLSAL5099,1,206
I-2276469,BRSAL5873,1,69585
I-8046122,BRSAL5748,1,37978
I-8330241,OLSAL5424,1,4423
I-3037755,OLSAL6640,1,4673
I-5625287,OLSAL2362,1,9644
I-3037594,BRSAL7075,0,32602
I-8873462,BRSAL7294,1,24714
I-6711103,BRSAL2431,1,97641
I-2019262,BRSAL6043,1,99726
I-1945073,BRSAL8159,1,90374
I-8546921,BRSAL7455,1,23598
I-1247973,BRSAL2275,1,53005
I-8255978,BRSAL9162,1,46610
I-1199218,OLSAL5098,1,3676
I-8438522,BRSAL5972,1,90141
I-1663771,OLSAL4849,1,9300
I-5754348,BRSAL5880,1,82331
I-2169798,OLSAL1446,1,7194
I-8920720,OLSAL4041,1,8665
I-4803760,OLSAL5027,1,1259
I-6259995,BRSAL8989,1,90184
I-5626578,BRSAL2173,1,49877
I-9199813,OLSAL8858,1,6466
I-6242952,OLSAL7515,1,1358
I-1549897,OLSAL5271,1,8171
I-4854353,BRSAL1915,1,71905
I-5647620,BRSAL8430,1,20129
I-3367489,BRSAL6587,0,28313
I-7478267,BRSAL2780,1,67300
I-9360851,BRSAL5725,1,30081
I-7820686,BRSAL8862,1,34895
I-2062387,BRSAL2712,1,89411
I-6840969,BRSAL8360,1,56548
I-8800568,BRSAL2766,1,63941
I-5712763,BRSAL9414,1,76562
I-9636482,OLSAL3356,1,5696
I-2076023,BRSAL3697,1,14005
I-2086949,BRSAL4950,1,74201
I-8239714,BRSAL7214,1,35715
I-5849848,OLSAL1445,1,5479
I-1921472,BRSAL1973,1,16458
I-2389848,BRSAL2073,1,63687
I-7763963,OLSAL9886,1,9099
I-4211030,OLSAL3780,1,3116
I-7467160,BRSAL8373,1,32729
I-2625555,OLSAL6062,1,4235
I-9028146,OLSAL4056,1,5519
I-4208004,BRSAL8255,1,31376
I-3955612,OLSAL5919,1,709
I-4434571,OLSAL2793,1,4782
I-2082775,BRSAL5495,1,23279
I-3057748,OLSAL9370,1,1811
I-4808527,OLSAL3885,1,9769
I-1906517,OLSAL4043,1,6260
I-7585800,BRSAL4696,1,99146
I-4924778,OLSAL4677,0,1917
I-4289168,OLSAL8062,1,2226
I-6454336,BRSAL4085,1,40285
I-9495475,OLSAL2604,1,9857
I-9515162,OLSAL4607,1,239
I-4636750,BRSAL1379,1,72205
I-9532659,OLSAL8026,1,9918
I-8783394,BRSAL2182,1,77276
I-9837533,BRSAL3497,1,51051
I-3065953,OLSAL4310,1,4469
I-1643146,OLSAL7999,1,7045
I-5814543,BRSAL7826,1,48396
I-3869958,OLSAL2216,1,5849
I-4405160,BRSAL7836,1,41840
I-8152420,BRSAL7429,1,76981
I-4885960,BRSAL3262,1,71449
I-8992978,OLSAL4743,1,9260
I-1806098,OLSAL6551,1,3364
I-8680584,BRSAL1181,1,50484
I-8733878,OLSAL9400,1,5206
I-3175920,OLSAL5484,1,2489
I-4803256,BRSAL4150,1,11741
I-7508892,BRSAL8622,1,83454
I-1601379,BRSAL9703,1,18195
I-2327194,OLSAL3542,1,4370
I-5800811,BRSAL3912,1,6399
I-7541611,BRSAL6198,1,64410
I-4658319,OLSAL3205,1,2702
I-3421405,BRSAL5435,1,98341
I-6843880,BRSAL6170,1,38636
I-9351141,OLSAL3397,1,2940
I-6395477,BRSAL8975,0,55402
I-4658806,BRSAL3784,1,52084
I-6788426,BRSAL6784,1,55906
I-5999220,OLSAL3539,1,5969
I-2719975,BRSAL1748,0,46064
I-4889685,BRSAL3796,1,32833
I-4941822,OLSAL7428,1,7507
I-3101191,OLSAL4254,1,916
I-4674831,BRSAL9619,1,80505
I-7049070,BRSAL1724,1,88889
I-5858854,BRSAL8028,1,73070
I-9565826,OLSAL6024,1,3300
I-8898625,BRSAL1384,1,20771
I-2472691,BRSAL5724,1,38076
I-3688480,BRSAL4087,1,36779
I-8705858,BRSAL9063,1,34045
I-3431378,BRSAL5915,1,54251
I-4684866,OLSAL2914,1,1250
I-7550768,BRSAL1994,1,77442
I-3793431,BRSAL7965,1,46282
I-6807196,OLSAL3558,1,3411
I-2629514,OLSAL2877,1,548
I-8141608,BRSAL4999,1,6939
I-4142102,OLSAL1309,1,9964
I-4732938,BRSAL4659,1,86248
I-1520260,OLSAL2893,1,3801
I-3479244,BRSAL8478,1,94478
I-3187712,OLSAL3199,1,4287
I-4780728,OLSAL1740,1,405
I-7064819,BRSAL2811,1,84718
I-3766930,BRSAL8620,0,8445
I-6609228,OLSAL1293,1,6866
I-3005178,OLSAL6712,1,8142
I-5177325,OLSAL1993,1,5911
I-5344027,OLSAL3019,1,4389
I-4858139,OLSAL5616,1,2008
I-7963032,BRSAL8798,1,85624
I-5121982,BRSAL2428,1,50981
I-2148882,OLSAL1389,1,9876
I-6661946,BRSAL9890,1,43813
I-1584659,OLSAL6922,1,6290
I-7510418,OLSAL8702,1,6075
I-9948981,BRSAL2649,1,57785
I-6597911,OLSAL2990,1,3826
I-7079626,OLSAL9641,1,1252
I-9581571,OLSAL1711,1,1719
I-2936744,BRSAL8188,1,13458
I-5853561,BRSAL6023,1,94737
I-4746345,OLSAL3672,1,5225
I-3569106,OLSAL1861,1,8974
I-4536417,OLSAL3006,1,9078
I-8568121,BRSAL6955,1,91863
I-2445468,OLSAL4384,1,3454
I-6813786,OLSAL4813,1,2084
I-3693363,OLSAL4767,1,5484
I-2777534,BRSAL7523,1,24480
I-2076107,BRSAL4775,1,18415
I-5790389,OLSAL4212,1,6416
I-7686380,BRSAL3224,1,39709
I-3383016,OLSAL9434,1,1567
I-2014171,OLSAL6659,1,7785
I-3992179,BRSAL1391,1,73201
I-1335524,BRSAL2499,1,6545
I-2921924,BRSAL1878,1,63769
I-7217506,OLSAL2803,1,8838
I-4993509,BRSAL3548,1,22110
I-7502796,OLSAL1843,1,6041
I-6922638,BRSAL6475,1,45267
I-3901167,OLSAL3304,1,4907
I-4988208,OLSAL5916,1,647
I-5673969,BRSAL4060,1,35527
I-5394996,OLSAL7213,1,108
I-4391936,OLSAL9522,1,7376
I-6900135,OLSAL2343,1,681
I-8911868,OLSAL3707,1,5800
I-2267314,BRSAL2701,1,64266
I-6839261,BRSAL4240,1,34173
I-2893646,BRSAL4206,1,44189
I-4922353,OLSAL6638,1,7784
I-1454778,OLSAL7167,1,4257
I-1495118,OLSAL7991,1,847
I-5406398,OLSAL3216,1,8211
I-5373774,OLSAL8394,1,5026
I-7147411,BRSAL1986,1,93141
I-9187964,OLSAL4993,1,4716
I-8456249,OLSAL6546,1,526
I-8003853,BRSAL1396,1,85761
I-6091978,BRSAL7751,1,56651
I-8899700,BRSAL2072,1,90201
I-3955964,BRSAL1547,1,20522
I-6012685,BRSAL8263,1,15764
I-6237510,BRSAL2927,1,46925
I-8528884,OLSAL1688,1,962
I-7225092,BRSAL7458,1,94159
I-5798838,OLSAL6576,1,7970
I-5551271,OLSAL3494,1,5302
I-4174503,BRSAL1868,1,34509
I-5352364,OLSAL4259,1,4660
I-6882378,OLSAL2214,1,2177
I-5153943,OLSAL6541,1,1451
I-3877639,BRSAL9729,1,25889
I-7299863,OLSAL9838,1,2229
I-9234241,BRSAL6239,1,69089
I-6549019,BRSAL6279,1,86968
I-8900662,OLSAL8219,1,6814
I-9355449,BRSAL3579,1,72312
I-3958847,BRSAL8683,1,37580
I-5067096,OLSAL5202,1,7411
I-4305408,OLSAL3786,1,6375
I-1352815,OLSAL4926,1,4665
I-2909324,BRSAL2323,1,64244
I-4351949,OLSAL7406,1,2306
I-6799061,BRSAL1812,1,39772
I-2867075,OLSAL5962,1,1331
I-8304850,OLSAL5770,1,7538
I-7903185,OLSAL2378,1,6389
I-9894336,BRSAL6083,1,18366
I-1974256,BRSAL6885,0,89403
I-6851858,OLSAL5819,1,2213
I-8760464,OLSAL5371,1,2864
I-3917184,BRSAL4909,0,35873
I-8730924,OLSAL6069,1,1079
I-6911294,OLSAL6084,1,7205
I-8230393,BRSAL6206,1,25239
I-1909936,OLSAL5694,1,456
I-8480751,BRSAL5985,1,21789
I-4749698,BRSAL1378,1,38775
I-3281764,BRSAL1044,1,19443
I-7044921,OLSAL9497,1,1873
I-2176522,OLSAL6823,1,9644
I-2127762,BRSAL5996,1,41176
I-3878634,BRSAL3792,1,56093
I-8691397,BRSAL3812,1,58982
I-8834618,BRSAL9711,1,61811
I-6131372,BRSAL6658,1,36052
I-4053078,OLSAL6677,1,4435
I-3188197,BRSAL8471,1,39557
I-9109598,BRSAL8289,1,27835
I-7904884,BRSAL8358,1,39223
I-5445845,BRSAL3528,1,16094
I-6662214,OLSAL8097,1,5096
I-4590740,BRSAL8368,1,28040
I-9658910,OLSAL7172,1,4933
I-1828335,OLSAL9931,1,4153
I-2168863,OLSAL5558,1,5997
I-5247755,BRSAL1341,1,36315
I-9209365,OLSAL1630,1,4048
I-6598165,BRSAL2713,1,58423
I-4320905,BRSAL9350,1,26278
I-5454250,OLSAL9046,1,7774
I-2242191,OLSAL9845,1,3672
I-3992585,OLSAL5779,1,9479
I-3835943,OLSAL7867,1,4891
I-6021527,OLSAL7844,1,5570
I-1676113,BRSAL2448,1,52911
I-7220499,BRSAL2269,1,97729
I-1398262,BRSAL3318,1,93943
I-5557023,BRSAL4628,1,54765
I-6605009,BRSAL5761,1,52657
I-2097512,BRSAL9371,1,9118
I-3235898,BRSAL2646,1,75211
I-5084326,OLSAL8877,1,5687
I-2515699,BRSAL2278,1,6317
I-1752294,BRSAL8545,1,88223
I-9375040,BRSAL6448,1,43326
I-3393841,BRSAL8762,1,49657
I-6554876,BRSAL3977,1,70897
I-8548057,BRSAL9528,1,94865
I-2321406,OLSAL4036,1,950
I-7607182,BRSAL3164,1,89079
I-3251156,BRSAL2015,1,52410
I-3437474,OLSAL2339,1,9218
I-2359288,BRSAL4613,1,28751
I-2305091,OLSAL8319,1,603
I-8911193,BRSAL9786,1,40370
I-9007106,OLSAL4741,1,6401
I-3172866,OLSAL3161,1,7769
I-3193628,BRSAL5824,1,54014
I-7607315,BRSAL2263,1,7822
I-4674216,OLSAL1875,1,962
I-7621073,BRSAL2817,1,64533
I-4779828,BRSAL2603,1,45311
I-4787563,BRSAL5912,1,11991
I-7314443,BRSAL9987,1,56816
I-2152967,BRSAL9962,1,67534
I-4314750,OLSAL6309,1,6375
I-6804128,BRSAL1711,1,9481
I-5854207,BRSAL2101,1,6744
I-4956027,OLSAL2967,1,7657
I-3584491,BRSAL6623,1,52385
I-8966236,BRSAL5736,1,72216
I-8448167,BRSAL6742,1,85564
I-5632603,OLSAL9883,1,7381
I-1692691,BRSAL3535,1,31965
I-9624350,BRSAL6309,1,56777
I-9821736,BRSAL6826,1,26781
I-2148915,BRSAL9968,1,78586
I-8489355,OLSAL6328,1,5792
I-8950756,OLSAL6883,1,5251
I-3407122,BRSAL3314,1,82013
I-3500153,OLSAL8650,1,5261
I-4596479,BRSAL7220,1,92514
I-2893769,OLSAL8768,1,4426
I-6514601,BRSAL2056,1,71933
I-8142041,BRSAL3335,1,43885
I-6916360,OLSAL8471,1,7949
I-7819801,BRSAL8504,1,67118
I-9747087,BRSAL2023,1,38786
I-2518466,BRSAL5323,1,86260
I-6366379,BRSAL5195,1,67101
I-7997560,BRSAL6432,1,92866
I-6123623,BRSAL5036,1,95335
I-7231095,BRSAL6892,1,99388
I-3537385,BRSAL1718,1,57696
I-4091038,BRSAL1028,1,53030
I-3250135,OLSAL2130,1,1243
I-9579408,OLSAL3993,1,5731
I-9096062,BRSAL3932,1,46758
I-2225592,OLSAL5353,1,9400
I-7394920,BRSAL2326,1,83695
I-5089065,BRSAL5228,1,55841
I-8501772,BRSAL4761,1,55448
I-9064484,BRSAL2618,1,29741
I-6857829,BRSAL2121,0,46070
I-6732036,BRSAL4012,1,14718
I-7059120,BRSAL5950,1,50525
I-8655749,BRSAL5168,1,24451
I-1413517,BRSAL9778,1,99527
I-6311262,BRSAL6793,1,49797
I-8672837,OLSAL2092,1,115
I-7115199,BRSAL7452,1,77537
I-9098021,BRSAL1436,1,75312
I-1491317,BRSAL1191,1,35073
I-2865325,OLSAL2878,1,346
I-6466108,BRSAL7540,1,17424
I-2011099,OLSAL4534,1,2241
I-5141734,BRSAL2629,1,42650
I-2172246,OLSAL7812,1,1052
I-9043287,OLSAL2230,1,2859
I-5478096,OLSAL9215,1,1477
I-7371319,BRSAL8267,1,23462
I-2459077,BRSAL8708,1,74514
I-5894634,BRSAL8538,1,68731
I-8750314,OLSAL1812,1,8909
I-8202449,BRSAL9946,1,24947
I-6923287,OLSAL1651,1,6644
I-1881865,OLSAL5682,1,6682
I-6196747,OLSAL5376,1,2873
I-5398739,OLSAL3501,1,2378
I-4379086,OLSAL2897,1,8710
I-5913901,OLSAL4957,1,2501
I-9933172,OLSAL7310,1,2901
I-7994785,OLSAL4977,1,2140
I-3579191,BRSAL9758,1,85181
I-2298783,OLSAL5612,1,3719
I-4836452,BRSAL6670,1,77821
I-9050283,OLSAL3802,1,9153
I-4462854,BRSAL4454,1,66710
I-2658309,BRSAL5557,1,39358
I-3035251,OLSAL4636,1,5019
I-5137843,BRSAL7081,1,15357
I-4201551,OLSAL7368,1,3175
I-5167596,BRSAL8088,1,44620
I-4507244,BRSAL6358,1,88100
I-8187747,BRSAL1790,1,82388
J-8107841,BRSAM7849,1,691732
J-7787052,BRSAM9993,1,668875
J-2265353,BRSAM5818,1,186096
J-6274512,OLSAM9328,1,85426
J-6875002,OLSAM9089,1,358124
J-5331501,OLSAM2454,1,437767
J-5112824,OLSAM5131,1,162611
J-6758831,BRSAM2349,1,200913
J-9712055,OLSAM6546,1,405624
J-6909629,BRSAM9615,1,639746
J-9101600,OLSAM6721,1,452651
J-7730532,BRSAM7988,1,637452
J-3180064,BRSAM8200,1,484890
J-1736243,OLSAM2380,1,187050
J-4314362,BRSAM8656,1,145033
J-7063441,BRSAM4195,1,69726
J-9289905,BRSAM9132,1,211080
J-9183928,BRSAM8290,1,431072
J-4871875,BRSAM9243,1,52611
J-5673412,OLSAM1765,1,276836
J-4212592,OLSAM7653,1,414155
J-4905504,OLSAM2462,1,400474
J-1785651,OLSAM2322,1,391450
J-4692662,BRSAM2964,1,674346
J-2903574,BRSAM9580,1,161735
J-2978744,BRSAM8323,1,183959
J-3715472,OLSAM9791,1,270585
J-6525257,OLSAM2626,1,261317
J-6541420,OLSAM7530,1,175457
J-3713219,OLSAM3127,1,100556
J-4492669,OLSAM7020,1,483121
J-3318159,OLSAM1877,1,233804
J-6499267,BRSAM9155,1,413203
J-9505697,OLSAM3681,1,207396
J-1866778,OLSAM6523,1,31246
J-5305249,OLSAM8122,1,320051
J-2425411,BRSAM4516,1,235467
J-3588472,BRSAM1493,1,288740
J-9778245,BRSAM6495,1,627310
J-4724487,OLSAM2025,1,94047
J-8495568,BRSAM7216,1,746499
J-9301186,OLSAM1713,1,263041
J-2356915,BRSAM2372,1,530735
J-3669410,BRSAM6179,1,296530
J-1180620,BRSAM3463,1,321966
J-4224179,OLSAM8275,1,449651
J-7809410,OLSAM7871,1,474339
J-4499576,OLSAM5769,1,39587
J-9475157,BRSAM9507,1,436140
J-7470475,OLSAM8612,1,410790
J-1201650,BRSAM9543,1,737905
J-3029489,BRSAM8434,1,748391
J-1240899,OLSAM1854,1,192001
J-4090727,OLSAM9263,1,151391
J-4043778,BRSAM1913,1,365204
J-7262098,BRSAM2445,1,62369
J-1817311,OLSAM6033,1,198393
J-1161078,BRSAM5896,1,410113
J-2902269,OLSAM8357,1,264043
J-1931967,BRSAM3500,1,263526
J-5383899,BRSAM9626,1,485373
J-4142677,BRSAM2637,1,585723
J-4124212,OLSAM4074,1,330220
J-1206093,BRSAM9196,1,156879
J-4305567,OLSAM6239,1,239511
J-1571818,BRSAM1468,1,459014
J-8987776,BRSAM6665,1,615290
J-5237183,OLSAM2246,1,177160
J-6041344,BRSAM5025,1,427037
J-6044357,BRSAM6246,1,481736
J-6864953,BRSAM8578,1,123157
J-6320524,BRSAM1509,1,56047
J-7774578,BRSAM9089,1,139981
J-7342810,BRSAM1640,1,592382
J-2048622,BRSAM5427,1,129533
J-9258322,OLSAM7844,1,254926
J-7671344,OLSAM4297,1,445434
J-9460740,BRSAM3732,1,749183
J-5789324,BRSAM2971,1,384567
J-4297808,BRSAM2980,1,630011
J-7702561,OLSAM9307,1,99414
J-9122127,OLSAM5234,1,386992
J-9175645,BRSAM6361,1,415252
J-5560195,OLSAM5420,1,168609
J-7952893,OLSAM6503,1,432477
J-4301326,OLSAM4050,1,361984
J-4197558,OLSAM2770,1,440616
J-5936172,BRSAM1295,1,104411
J-4590394,OLSAM8238,1,454430
J-9292529,BRSAM8253,1,126989
J-8393733,BRSAM3055,1,88029
J-7207504,BRSAM3442,1,545861
J-2574925,BRSAM9037,1,278770
J-3171169,BRSAM4849,1,211647
J-3539920,OLSAM4543,1,102613
J-2361661,OLSAM5800,1,221483
J-2023271,OLSAM6932,1,62150
J-3711364,OLSAM6859,1,228687
J-5015953,BRSAM5765,1,310773
J-3191865,OLSAM5221,1,370003
J-2005357,OLSAM7603,1,78750
J-5051498,BRSAM3515,1,260319
J-2341996,BRSAM1565,1,463549
J-2769289,OLSAM9974,1,460169
J-1790059,OLSAM4664,1,61564
J-7672207,BRSAM1431,1,472991
J-8762499,BRSAM6343,1,444314
J-6948166,OLSAM8486,1,213692
J-4199310,BRSAM8090,1,268673
J-6169233,BRSAM1065,1,386084
J-9800815,BRSAM5944,1,325897
J-6641305,OLSAM3662,1,136033
J-2671060,OLSAM6905,1,93007
J-3723522,OLSAM3016,1,371317
J-9346095,BRSAM3416,1,580973
J-7765375,BRSAM2025,1,663766
J-6441533,BRSAM2989,1,81369
J-3721839,BRSAM9979,1,438362
J-5947964,OLSAM7423,1,289288
J-4670672,OLSAM8430,1,256303
J-4808129,OLSAM9336,1,430124
J-6879952,BRSAM6963,1,293733
J-7205088,OLSAM4899,1,60314
J-9112795,OLSAM4580,1,147315
J-4271188,OLSAM1303,1,304976
J-5002096,OLSAM8979,1,270159
J-9206971,OLSAM5174,1,461468
J-3978294,BRSAM4827,1,155706
J-9162799,OLSAM5839,1,443564
J-8271202,BRSAM5256,1,648086
J-1871599,OLSAM1464,1,426423
J-1345317,BRSAM3863,1,678584
J-6587906,BRSAM2384,1,272994
J-9919585,OLSAM5040,1,147454
J-6288214,OLSAM6872,1,436415
J-5206041,BRSAM7916,1,474173
J-3721262,OLSAM7721,1,127258
J-7560838,OLSAM3135,1,36652
J-4887410,BRSAM1472,1,665944
J-3978850,BRSAM3615,1,443997
J-9933561,BRSAM5042,1,79993
J-5439716,OLSAM8573,1,191427
J-5362506,OLSAM9644,1,167209
J-5270934,OLSAM2931,1,332939
J-7679532,BRSAM2289,1,92933
J-6322330,BRSAM2709,1,665562
J-1966892,BRSAM3018,1,258617
J-5057252,BRSAM3600,1,259822
J-3601355,BRSAM9619,1,577051
J-2663322,OLSAM9375,1,176324
J-3762745,BRSAM5071,1,628083
J-4797273,BRSAM5409,1,748667
J-6318960,BRSAM5397,1,134457
J-8448062,BRSAM3741,1,739369
J-8464673,BRSAM3422,1,194511
J-7263667,OLSAM8604,1,487723
J-9386846,OLSAM9811,1,377284
J-4795550,OLSAM1746,1,229483
J-6293775,BRSAM4346,1,542850
J-9583710,BRSAM3467,1,747285
J-5960676,OLSAM1640,1,438899
J-7252598,BRSAM8109,1,762735
J-4260399,BRSAM9359,1,109826
J-3702490,BRSAM4366,1,727069
J-7729014,OLSAM2621,1,197235
J-6070396,BRSAM5275,1,743341
J-8887850,BRSAM2121,1,183369
J-4939053,BRSAM8110,1,386494
J-5995896,BRSAM5512,1,112562
J-1613149,OLSAM8319,1,267076
J-9168511,OLSAM9657,1,472748
J-4701802,BRSAM1962,1,328083
J-5092006,BRSAM6813,1,132769
J-4499839,BRSAM5206,1,636225
J-2429626,OLSAM9727,1,156831
J-7588949,BRSAM4464,1,227172
J-9855049,BRSAM4877,1,620987
J-3526781,OLSAM3706,1,61879
J-7862071,OLSAM4235,1,54907
J-4312450,BRSAM2701,1,222121
J-7231144,BRSAM5797,1,433404
J-5488579,BRSAM7006,1,599528
J-4928416,BRSAM1304,1,642097
J-7657907,BRSAM8017,0,706291
J-7842640,OLSAM3332,1,480642
J-4874921,OLSAM5375,1,219208
J-7659940,BRSAM9456,1,630588
J-5997511,OLSAM5484,1,351631
J-6707296,OLSAM3906,1,98147
J-8997940,BRSAM8052,1,208316
J-2462445,BRSAM8291,1,427934
J-3799274,BRSAM8670,1,505110
J-2315352,BRSAM2169,1,643669
J-5780988,BRSAM5247,1,550293
J-9137100,BRSAM5747,1,640430
J-7319981,BRSAM5473,1,422421
J-3360602,BRSAM2715,1,211913
J-2693212,OLSAM7964,1,323828
J-7020117,BRSAM4087,1,188900
J-5953914,OLSAM1828,1,181152
J-3720849,BRSAM4857,1,182880
J-4671536,BRSAM3138,1,767502
J-6344029,BRSAM4247,0,76668
J-6394235,OLSAM7433,1,236842
J-5854357,OLSAM9724,1,404991
J-8711572,OLSAM5112,1,369707
J-9089260,BRSAM8286,1,234380
J-1530589,BRSAM9887,1,680441
J-1480538,BRSAM5325,1,642235
J-4762815,OLSAM6158,1,50533
J-4639680,BRSAM2218,1,488673
J-7092780,OLSAM7550,1,170903
J-1228792,OLSAM4681,1,49411
J-1415645,OLSAM1951,1,474509
J-8356297,BRSAM3074,1,75218
J-8413849,OLSAM8181,1,320992
J-7554921,BRSAM4245,1,663944
J-7132839,BRSAM9548,1,113076
J-3066880,BRSAM1218,1,260368
J-6531431,BRSAM8697,1,798277
J-7467030,OLSAM7555,1,205131
J-4329785,OLSAM5803,1,80634
J-3987566,OLSAM1555,1,309639
J-3991925,OLSAM6095,1,184179
J-7036819,BRSAM2005,1,207116
J-2147474,BRSAM2031,1,82803
J-1460200,BRSAM1420,1,533309
J-1853125,OLSAM8812,1,168134
J-1207060,BRSAM1222,1,576421
J-8548010,BRSAM7731,1,326678
J-6143083,BRSAM6030,1,674661
J-7465398,BRSAM2317,1,465049
J-5454424,OLSAM6661,1,218982
J-5990388,OLSAM3465,1,457589
J-1548516,BRSAM3754,1,520193
J-4694487,BRSAM7523,1,303167
J-3522567,BRSAM8623,1,681669
J-1243338,BRSAM6878,1,505036
J-4881538,OLSAM5508,1,191807
J-2878912,BRSAM1670,1,179328
J-9075097,OLSAM5081,1,481730
J-7592454,BRSAM1250,1,514217
J-8448687,OLSAM5262,1,228566
J-3020884,OLSAM8038,1,184081
J-5965598,BRSAM5548,1,788828
J-3555559,OLSAM3913,1,240655
J-3142261,OLSAM2662,1,349122
J-1800895,BRSAM5286,1,282187
J-3453213,BRSAM7410,1,339620
J-4849782,BRSAM3635,1,438787
J-3341095,BRSAM1828,1,214287
J-2354885,BRSAM5447,1,775424
J-3401097,OLSAM6475,1,313377
J-8214366,OLSAM1548,1,128956
J-8994015,OLSAM3390,1,351862
J-1931843,BRSAM7622,1,541235
J-1641458,OLSAM9741,1,408238
J-6724371,OLSAM7933,1,288691
J-6446813,OLSAM4984,1,157511
J-4387905,OLSAM1453,1,174056
J-3902056,OLSAM1616,1,71742
J-9726968,OLSAM5107,0,395300
J-6630942,BRSAM8806,1,482200
J-2117564,OLSAM6081,1,218442
J-8111761,OLSAM7484,1,51267
J-9611183,BRSAM2492,1,142108
J-6687607,BRSAM4741,1,592242
J-4823914,OLSAM7398,1,196581
